file_name,transcription,p_scores
085840013.WAV,S OW P R IH P EH R F AO DH IH S V EH R IY V EH R IY N AY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0
085840020.WAV,IH T W AH Z OW N L IY W AH N B AY DH AH P AA S T DH AE T M AO N IH NG,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085840022.WAV,AY M AH S T F AY N D AW T L EY T ER AH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0 1.8 1.8
085840036.WAV,HH AE D DH AH M OW M AH N T R IH AH L IY K AH M,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
085840040.WAV,AY N OW DH AE T M AY D IH AH B OY,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085840059.WAV,AY M N AH T G UH D W IH DH AW T M AY K AH P AH V T IY M AY D IH AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085840072.WAV,HH IY M EY B IY EY B L T UW T EH L Y UW S AH M TH IH NG,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0
085840075.WAV,DH EH R W AH Z S AH M D IH F R AH N S B IH T W IY N AH S,2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085840077.WAV,L UH K N AW AE T DH AH P AA TH B IH L OW AH S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.2 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0
085840086.WAV,AE N D IH N DH AE T Y UW AA N S AH D M IY,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
085840089.WAV,DH AH R IH P AO T M EY B IY DH IH S T AY M T R EY N,2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.0 1.8 1.8 1.8 2.0
085840092.WAV,DH IH S D EH S K IH Z Y AO R AH K S ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0
085840099.WAV,AY AA S K Y UW IH Z S AH CH AH M AE N F R IY,2.0 2.0 0.8 0.8 2.0 1.8 2.0 1.6 2.0 1.6 0.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085840115.WAV,HH IY W UH D N AH T K IY P Y UW M AO DH AE N AH M OW M AH N T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085840117.WAV,HH AW B IH G IH Z Y AO HH AW S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
085840123.WAV,N AW W EH L AY R IH M EH M B ER EH V R IY M OW M AH N T AH V DH AH S EH N S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.6 2.0 2.0
085840141.WAV,IH F AY G IH V DH AH W ER D Y UW S T EY AH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0
085840147.WAV,AY AE Z AH W UH M AH N TH IH NG K D IH F R AH N T L IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 0.8 0.8 0.8
085840157.WAV,AY B IH L IY V IH N DH AH F AY T W IH CH IH Z IH N EH V R IY TH IH NG,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 1.8 2.0 2.0
085840167.WAV,HH IY S IY M D AH V EH R IY G UH D W UH M AH N N IH AH F IH F T IY Y IH AH R Z G UH D,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.6 1.6 1.6 1.6 1.6 1.2 1.2
085850006.WAV,K AH M D AW N T UW M IY AE Z S UW N AE Z Y UW K AE N,2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 1.6 2.0 1.6 2.0 2.0 1.8 2.0 2.0 2.0
085850024.WAV,AO L IH N G UH D T AY M M AY D IH AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085850039.WAV,SH IY S IY M D T UW B IY K W AY AH T R EH D IY F AO DH IH S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0
085850042.WAV,W IY B AY S AH M N AY S AH K L OW Z F AO AW AH S EY L Z,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 0.0 0.0 2.0 1.6 2.0 1.4
085850044.WAV,Y UW S AO HH AH AO L S OW AY B IH L IY V,2.0 2.0 2.0 1.6 2.0 2.0 1.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
085850046.WAV,Y EH T SH IY L EH T IH T B IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
085850056.WAV,DH AE T S W AH T IH T IH Z T UW N OW HH AW T UW P EY N T,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085850075.WAV,DH AH CH AY L D W AH Z S T IH L K R AY IH NG,2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0
085850088.WAV,N OW W AH N W IH L R IH M EH M B AH Y UW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 1.6 2.0 2.0 2.0 1.8
085850092.WAV,DH AH TH ER D B L OW W AH Z DH AH W AH N DH AE T K IH L D IH T,1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.8 1.0 1.2 2.0 1.6 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085850094.WAV,DH AH HH AO L W AH Z V EH R IY K W AY AH T,2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 1.4 0.8 0.8 2.0
085850101.WAV,P UH T Y UW F UH T D AW N T UW,2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085850108.WAV,DH AH HH OW L TH IH NG W AH Z F AA T UW R IH AH L F AO D R IY M IH NG,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 0.8 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0 2.0 2.0 0.0 2.0 2.0 2.0
085850112.WAV,N AH T T UW B IY EY B L T UW G EH T AW T,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0
085850119.WAV,F AO AY W AH Z N AH T Y EH T S EY F,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 0.8 2.0
085850120.WAV,HH AW L AH NG AH G OW DH AE T S IY M D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085850138.WAV,AE Z AH V AH S W IY K UH D HH AE V SH AW T IH D AH L AH NG,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.4 1.6
085850146.WAV,DH EY W IH L B IY SH UH AH IH F EH N IY,1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 1.8 2.0
085850161.WAV,AY HH AE V K AH M T UW AA S K HH IH M AH F Y UW K W EH S CH AH N Z,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.6
085850170.WAV,N EH V AH S AO EH N IY TH IH NG L AY K IH T N EH V AH IH N M AY L AY F,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090340002.WAV,AO L DH AH R EH S T Y UW W IH L S IY L EY T ER F AO Y AO S EH L F,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090340007.WAV,AO F ER HH IH M DH AE T F R AH M M IY AE N D K AH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
090340021.WAV,B AH T Y AO F R EH N D Z AA P R AW D AE N D R IH CH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090340032.WAV,N OW K R IY CH ER EH V ER W AA N T IH D S OW M AH CH T UW L IH V,2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0
090340039.WAV,B AH T DH EH R W AH Z T R AH B L IH N AH F AE T DH IY AH DH ER EH N D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 1.8 2.0 2.0
090340041.WAV,DH IH S IH Z DH AH S T AH F T UW P UH T L AY F IH N Y UW,2.0 2.0 2.0 2.0 2.0 1.2 1.2 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090340043.WAV,W AH T AH B AW T DH AE T L EH T ER Y UW W ER S P IY K IH NG AH V AE T B R EH K F AH S T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090340054.WAV,AE N D DH EH R HH AE N D Z AA N M AY T JH OY N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.2 1.2 2.0 1.6 2.0 2.0 2.0 2.0
090340071.WAV,Y UW Z M IY L AY K AH S T AA F,2.0 1.8 2.0 2.0 1.8 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0
090340085.WAV,AY B AY N OW M IY N Z W IH SH T UW D AY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
090340088.WAV,Y UW K AE N S IY DH AH R EH S T,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090340090.WAV,B AH T W AH T EH L S HH AE D HH IY AH R AY T T UW IH K S P EH K T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.0 2.0 2.0 2.0
090340108.WAV,AY HH AE V M AY OW N P L AE N,2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090340114.WAV,AY AA S K T W AH Z DH AH K AO Z AH V DH AH T R AH B L W AH Z,2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0
090340126.WAV,AY EY EH M N OW L AH NG G ER AH P AA R T N ER IH N DH AH HH AW S,2.0 0.8 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090340131.WAV,IH T W AH Z M AY S IY K R AH T AE N D HH ER Z,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0 1.8 2.0
090340155.WAV,B AH T IH N DH IH S W ER L D W IY M AH S T K AH N S IH D ER AH DH ER Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
090340158.WAV,N AH T AO L DH AE T M AH CH EH N IY W EY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090340164.WAV,HH AE V Y UW HH AE D S AY T AH V EH N IY TH IH NG,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
090340168.WAV,DH EY R IH M EY N D TH R IY AH UW AH Z AE T T EY B L T EH L IH NG AH B AW T DH EH R S P AO T,2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 2.0 2.0
090700006.WAV,HH IY K UH D N AH T S IY HH IH M S EH L F,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700008.WAV,W AH N T W AY S AE N D DH AH TH ER D T AY M D EH TH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700019.WAV,AY M AH S T S T AA T AE T W AH N S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700042.WAV,AY W UH D N AH T HH AE V HH IH M B AE K AH G EH N IH F AY K UH D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700045.WAV,AE N IH M P AO R T N T P R AH D AH K T S AH CH AE Z DH IH S,2.0 2.0 2.0 2.0 2.0 1.8 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700047.WAV,M AY T AY AA S K Y AO N EY M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700054.WAV,HH AW EH V ER DH EH R Z N OW HH EH L P F AO IH T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700055.WAV,W UH D IH T N AH T B IY P AH S AH B L T UW F AY N D S AH CH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700057.WAV,HH IH AH W IY AA DH EH N AO L S IY T IH D R AW N D DH AH T EY B L,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700059.WAV,IH N CH ER CH AE N D W EY T IH NG AH N T R EY N Z L AY K,2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.4 2.0 2.0 2.0
090700065.WAV,DH IH S W AH Z DH AH P L AE N DH AE T S AH JH EH S T IH D IH T S EH L F,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.2 1.2 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700081.WAV,DH EY AA AW T AH V DH AH R IY CH AH V AE K S IH D AH N T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700082.WAV,DH EY L IH V D AH N P AH B L IH K D EH TH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700108.WAV,HH IY M AY T M AE R IY AH G ER L W IH DH M AH N IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0
090700111.WAV,AE T L AA S T HH AW EH V ER DH AH P AA R T IY W AH Z M EY D AH P,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
090700117.WAV,AY AH M AH F R EY D HH IY W IH L L IY V AH S W IH DH AW T P IH T IY,2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
090700127.WAV,DH IH S SH AH L B IY DH AH P R AY S AH V HH IH Z L AY F,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.8 2.0 2.0 2.0
090700148.WAV,DH AH K AH N T R IY IH Z P L EH Z N T F AO EH K S ER S AY Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
090700164.WAV,AY HH AE D AE N AH P OY N T M AH N T HH IH AH AE T HH AA F P AA S T N AY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090700172.WAV,AY TH IH NG K W IY SH UH D B IH L D G UH D R IH L EY SH N SH IH P W IH DH DH AH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.6
090880018.WAV,IH Z DH IH S EH N IY TH IH NG T UW M IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090880060.WAV,Y UW AA N OW L AH NG G AH K AY N D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090880064.WAV,IY V N DH IH S IH Z M AO R DH AE N W IY K AE N S EY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2
090880065.WAV,AH V K AO R S DH EH R AA T UW S AY D Z T UW DH AH K W EH S CH AH N,1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090880086.WAV,W IH L Y UW B IY R EH D IY AE T W AH N S N AW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
090880090.WAV,DH EY HH AE D T UW S AH P AO R T HH IH M AE N D P UH T HH IH M T UW B EH D,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090880093.WAV,AY M EY D M AY V OY S S AW N D Z K EH R L AH S,2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 2.0 1.4 2.0
090880095.WAV,AH M EH R IH K AH S G OW IH NG TH R UW JH AH S T AH B AW T DH AH S EY M IH K S P IH AH IH AH N S AE Z M AY S EH L F,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 0.8 0.8 1.6 1.6 1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8
090880100.WAV,AE N D N AW Y UW IH K S P EH K T DH AE T SH IY SH UH D D UH S OW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 1.2 1.2 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 1.8 2.0 2.0
090880120.WAV,TH IH NG K AH V M IY AE Z TH R UW AY W ER Y UW S IH S T ER,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.4 2.0 2.0
090880126.WAV,HH IY Z W ER S DH AE N L AA S T Y IH AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090880130.WAV,D UH Y UW R IH AH L IY AE N D T R UW L IY S EY S OW,2.0 1.8 2.0 1.8 2.0 1.6 1.6 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.6 2.0 2.0 2.0 0.4 2.0
090880132.WAV,AY SH AE L D UH M AY P AA R K IH NG,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090880140.WAV,N AW L EH T M IY HH AE V Y AO AH T EH N SH N,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
090880142.WAV,DH IY Z W ER N AH T DH AH AO L M OW S T IH M P AO R T N T TH IH NG HH AW EH V ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0
090880145.WAV,IH T W AH Z AE Z S T IH L AE Z D EH TH,2.0 2.0 2.0 1.8 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
090880147.WAV,K AE N AY T R AH S T M AY OW N IH AH Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4
090880154.WAV,IH F N AH T W IY M AH S T B R EY K IH T AH F,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090880157.WAV,DH AH N EY M Z R IH M EY N IH NG W ER K AO L D IH N DH AH S EY M M AE N ER,1.6 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
090880163.WAV,AY L D UH N AH TH IH NG AH N T IH L AY HH AE V R IY D DH AH AE N S ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
091010017.WAV,HH IY IH Z B ER N IH NG T UW HH AE V AE T S AH M B AH D IY,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
091010032.WAV,IH T W AH N T S HH OW L B OW T T UW IH T S EH L F,2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0
091010049.WAV,IH NG G L IH SH L AY F IH N DH AH M DH EH R W AH Z N AH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0
091010050.WAV,HH IY S EH N D Z M IY F AO DH AE T P ER P AH S AE N D HH IH AH AY AH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 2.0
091010055.WAV,SH IY T R AY AE N D SH IY S AH K S IY D,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
091010063.WAV,W IY N IY D N AH T S T EY AH N L EH S Y UW L AY K,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 1.8 2.0 2.0 2.0
091010070.WAV,B AH T IH NG G L IH SH AA F UW L Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8
